index,x,y,yaw,steering_angle,speed,image_path
0,-3.5176053047180176,-0.3116604685783386,-0.0068081060992642,0.0050659319361938,1.960277471022974,~/f1tenth_nerf/renders/south_frames/frame_0146.png
1,7.149693012237549,-0.3019420802593231,0.0236438885331153,0.0761565837837598,1.5330060003679016,~/f1tenth_nerf/renders/south_frames/frame_0294.png
2,-3.298018217086792,8.812976837158203,3.136137723922729,0.0036119779677508,1.971515714701692,~/f1tenth_nerf/renders/north_frames/frame_0184.png
3,7.506125450134277,-0.292390763759613,0.0471321493387222,0.1811360173979513,1.1597268143303487,~/f1tenth_nerf/renders/south_frames/frame_0299.png
4,-1.241481433720094,8.272561078267929,3.000750103588966,-0.1501079974450637,1.249662599080269,~/f1tenth_nerf/renders/may_2_north_frames/frame_0152.jpg
5,-1.0931907892227173,-0.3111905455589294,0.0059551084414124,-0.0040758628711955,1.96791617412897,~/f1tenth_nerf/renders/south_frames/frame_0180.png
6,-2.8690526485443115,8.812994956970215,-3.134082857762472,-0.0050485320225421,1.9604112050164952,~/f1tenth_nerf/renders/north_frames/frame_0180.png
7,-4.200243157907853,9.011000625988776,2.7949438192509337,0.3116440698417921,0.8902435311759697,~/f1tenth_nerf/renders/may_2_north_frames/frame_0184.jpg
8,2.467384099960327,-0.3118043839931488,0.0033443181309849,-0.002327676453044,1.9815503674764172,~/f1tenth_nerf/renders/south_frames/frame_0229.png
9,10.03543821076505,6.015883251360975,0.9948719886032888,0.5168398954847337,0.6520265872238438,~/f1tenth_nerf/renders/may_2_east_frames/frame_0234.jpg
10,-6.6126516484176525,9.01359638415532,-2.9977971088888538,-0.0079441564613842,1.9384040594649132,~/f1tenth_nerf/renders/may_2_north_frames/frame_0209.jpg
11,-14.051611428260165,0.1894333165263102,-1.5861586795900875,0.6745760928741956,0.5407883719399108,~/f1tenth_nerf/renders/may_2_west_frames/frame_0269.jpg
